split_order,split,role,start_date,end_date,feature,matrices,transformation,rows,psi,psi_level,ks_approx,ks_level,drift_level,reference_median,current_median,median_shift,reference_iqr,current_iqr,iqr_ratio,reference_zero_share,current_zero_share,zero_share_delta,outside_training_range_share,outside_training_robust_fence_share,current_min,current_max,current_mean,current_std,psi_bins,ks_grid_points
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,max_fee_per_gas_log,A/B/C,conditional_robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.7829188343284547,0.7829188343284547,1.0,0.1574075746581251,0.1574075746581251,0.0,0.0,0.06285639541945269,-2.3934775152624033,7.138380386648773,0.05577066938948586,0.7960375586579265,10,84
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,max_priority_fee_log,A/B/C,conditional_robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.8154796764153621,0.8154796764153621,1.0,0.23014571920634574,0.23014571920634574,0.0,0.0,0.07884875909771813,-6.917596103832903,4.138868649581112,-0.32071427257545687,1.2071773899465188,8,57
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,fee_cap_utilization,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.7413346315067423,0.7413346315067423,0.0,0.5218538753991288,0.5218538753991288,1.0,0.15740695179338332,0.15740695179338332,0.0,0.0,0.0,0.0,1.0,0.6108027333342226,0.3557711226307193,10,75
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,transaction_value_log,A/B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,0.5198260961640875,0.5198260961640875,0.0,0.0,0.0,0.0,1.3799909187875674,0.4669871666507804,0.49724202359833747,6,50
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,nonce_log,A/B/C,robust_scaler_train,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,1.0,1.0,1.0,0.0005509238641282852,0.0005509238641282852,0.0,0.0,0.0,-0.6629378572783498,1.6408178616113354,0.15476234401970823,0.6295252149366479,10,87
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,receipt_status,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,1.0,1.0,0.0,0.0,0.0,,0.01958567037374999,0.01958567037374999,0.0,0.0,0.01958567037374999,0.0,1.0,0.98041432962625,0.13857156226985923,2,2
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,tx_type_0,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.8484286679726064,0.8484286679726064,0.0,0.0,0.1515713320273936,0.0,1.0,0.1515713320273936,0.3586049405463639,3,2
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,tx_type_1,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.9941643802340103,0.9941643802340103,0.0,0.0,0.005835619765989716,0.0,1.0,0.005835619765989716,0.07616801897602653,2,2
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,tx_type_3,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.9928984076462876,0.9928984076462876,0.0,0.0,0.0071015923537124295,0.0,1.0,0.0071015923537124295,0.08397119706014756,2,2
3,treino_2024_pos_dencun,train,2024-04-01,2024-12-31,transaction_index_pct,A/B/C,passthrough,3210970,0.0,baixo,0.0,baixo,baixo,0.5,0.5,0.0,0.5031847133757963,0.5031847133757963,1.0,0.006128677627009907,0.006128677627009907,0.0,0.0,0.0,0.0,1.0,0.49999984428381333,0.29045246904102573,10,101
