split_order,split,role,feature,type4_rows,type4_share_split,rows,psi,psi_level,ks_approx,ks_level,drift_level,reference_median,current_median,median_shift,reference_iqr,current_iqr,iqr_ratio,reference_zero_share,current_zero_share,zero_share_delta,outside_training_range_share,outside_training_robust_fence_share,current_min,current_max,current_mean,current_std,psi_bins,ks_grid_points
7,estresse_fusaka_2025,future_stress,transaction_index_pct,3195,0.006234608614882665,3195,0.1148545202592161,moderado,0.09682597972542129,baixo,moderado,0.5,0.5333333333333333,0.033333333333333326,0.5031847133757963,0.527352226140299,1.0480291076459103,0.006128677627009907,0.003755868544600939,-0.0023728090824089677,0.0,0.0,0.0,1.0,0.5572781619447208,0.287974856550926,10,101
7,estresse_fusaka_2025,future_stress,block_tx_count_log,3195,0.006234608614882665,3195,0.8617213971829926,alto,0.4188907419358645,alto,alto,0.0,0.846702553721017,0.846702553721017,1.0,1.191537390673463,1.191537390673463,0.006670881384752894,0.009076682316118936,0.002405800931366042,0.0,0.1189358372456964,-9.156110548226502,4.344677803992167,0.871875147698329,0.9795888530747431,10,101
7,estresse_fusaka_2025,future_stress,sender_tx_count_block_log,3195,0.006234608614882665,3195,0.03251911829960811,baixo,0.05098974937652967,baixo,baixo,0.0,0.0,0.0,0.0,0.0,,0.850543916635783,0.8538341158059468,0.003290199170163821,0.0,0.1461658841940532,0.0,3.2188758248682006,0.19894683526396142,0.5871373088699587,3,8
7,estresse_fusaka_2025,future_stress,receiver_tx_count_block_log,3195,0.006234608614882665,3195,1.6328512755048346,alto,0.25325221197521997,alto,alto,0.0,0.0,0.0,1.0,0.0,0.0,0.5684948784946605,0.7605633802816901,0.1920685017870296,0.0,0.0,0.0,1.7970612599687639,0.11794704128758905,0.2386288830937301,6,27
7,estresse_fusaka_2025,future_stress,gas_price_rank_block,3195,0.006234608614882665,3195,0.21109494251783525,moderado,0.12775614882398723,moderado,moderado,0.45121951219512196,0.3661417322834646,-0.08507777991165738,0.507182320441989,0.5067052512704686,0.9990593734199871,0.024048184816426187,0.01971830985915493,-0.004329874957271256,0.0,0.0,0.0,1.0,0.36992751900045606,0.27536052166837266,10,99
7,estresse_fusaka_2025,future_stress,hour_sin,3195,0.006234608614882665,3195,0.04798683319246945,baixo,0.09424080447065608,baixo,baixo,0.0,-0.25881904510252157,-0.25881904510252157,1.4142135623730954,1.3660254037844384,0.9659258262890679,0.03954661675443869,0.03192488262910798,-0.007621734125330709,0.0,0.0,-1.0,1.0,-0.15767503714105632,0.6912269141119771,10,27
7,estresse_fusaka_2025,future_stress,hour_cos,3195,0.006234608614882665,3195,0.021616923138013836,baixo,0.033183437375382874,baixo,baixo,-1.8369701987210297e-16,-1.8369701987210297e-16,0.0,1.4142135623730954,1.4142135623730954,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-0.026997653992399475,0.7049256255794609,10,26
7,estresse_fusaka_2025,future_stress,weekday_sin,3195,0.006234608614882665,3195,0.02029766743455146,baixo,0.028555061557532346,baixo,baixo,0.0,0.0,0.0,1.5636629649360598,1.5636629649360598,1.0,0.13526224162791928,0.09765258215962441,-0.037609659468294865,0.0,0.0,-0.9749279121818236,0.9749279121818236,-0.00859643475538623,0.7170776781657333,10,14
7,estresse_fusaka_2025,future_stress,weekday_cos,3195,0.006234608614882665,3195,0.02574632602296259,baixo,0.037609659468294865,baixo,baixo,-0.22252093395631434,-0.22252093395631434,0.0,1.5244586697611526,1.5244586697611524,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,-0.9009688679024191,1.0,-0.03993400500251124,0.6960197875378404,8,10
7,estresse_fusaka_2025,future_stress,gas_limit_log,3195,0.006234608614882665,3195,4.661505743936781,alto,0.6071355896564742,alto,alto,0.0,0.6568983738920942,0.6568983738920942,1.0000000000000004,0.3813996938000792,0.38139969380007904,0.00017876218089860697,0.0,-0.00017876218089860697,0.0,0.08763693270735524,-0.25704775537569907,2.1884519858286917,0.7594464765890757,0.559998193026219,9,73
7,estresse_fusaka_2025,future_stress,transaction_fee_paid_log,3195,0.006234608614882665,3195,4.349003933258322,alto,0.8292327408334914,alto,alto,0.0,-2.185298447074814,-2.185298447074814,1.0,1.3455253005853016,1.3455253005853016,0.0,0.0,0.0,0.5054773082942097,0.5837245696400626,-3.6831342322198983,1.439207899941799,-2.213947177526993,0.9232699460788336,10,101
